ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083
ASV_137	0.339	8.379	0.739867750631841	0.959589806664047	NotSig	0.026	0.024	0.044	0.06	0.047	0.01	0.007	0.03	0.002	0.009	0.095	0.016	0.007	0.067	0.021	0.003	0	0.003	0
ASV_62	0.356	11.592	0.743759153793224	0.959589806664047	NotSig	0.253	0.191	0.17	0.636	0.008	0	0.047	0.047	0.324	0.794	0.319	0.506	0.002	0.015	0.028	0.01	0.01	0.128	0.698
ASV_56	0.311	11.929	0.757345345141056	0.959589806664047	NotSig	0.34	0.2	0.068	0.037	0.041	0.113	0.023	0.904	0.082	1.452	0.056	0.147	0.006	0.077	0.032	0.096	0.079	0.396	0.914
ASV_33	-0.324	12.532	0.76940860455594	0.959589806664047	NotSig	0.373	0.444	0.398	0.014	1.283	0.918	0.07	0.3	0.004	0	0.103	0.047	1.421	1.866	0.218	0.216	0.091	0.026	0.007
ASV_130	0.247	10.872	0.777422373818711	0.959589806664047	NotSig	0.168	0.12	0.53	0.064	0.318	0.102	0.159	0.121	0.036	0.012	0.062	0.019	0.115	0.191	0.129	0.233	0.158	0.16	0.015
ASV_74	-0.253	12.117	0.788359255514374	0.959589806664047	NotSig	0.34	0.406	0.408	0.027	0.473	0.574	0.458	0.731	0.002	0.042	0.279	0.096	0.49	0.267	0.2	1.974	0.289	0.023	0.031
ASV_122	0.274	9.053	0.79002884676308	0.959589806664047	NotSig	0.047	0.042	0.216	0.016	0.07	0.019	0.018	0	0.023	0.016	0.276	0.007	0.03	0.003	0.035	0.005	0.002	0.003	0.016
ASV_4	0.293	16.657	0.791155845355132	0.959589806664047	NotSig	7.544	5.573	2.363	0.195	36.098	15.593	0.368	5.175	0.045	0.515	0.637	1.428	35.871	4.085	1.174	2.034	4.505	0.311	0.108
ASV_881	-0.284	11.99	0.794278712291683	0.959589806664047	NotSig	0.305	0.381	0.024	0.005	0.032	1.69	0.058	0.593	0.013	0.021	0.089	0.004	0.064	0.445	0.059	2.265	0.472	0.021	0.011
ASV_94	0.245	12.348	0.8138039606669	0.959589806664047	NotSig	0.431	0.265	0.386	2.386	0.047	0.067	0.024	0.145	0.265	0.129	0.131	0.14	0.023	0.042	0.036	0.031	0.007	0.606	1.371
ASV_37	0.224	12.846	0.819989238291588	0.959589806664047	NotSig	0.655	0.57	0.35	0.057	0.084	3.687	0.179	0.74	0.129	0.014	0.43	0.082	0.32	1.071	0.487	2.078	0.612	0.004	0.044
ASV_123	-0.261	11.288	0.82216657575238	0.959589806664047	NotSig	0.191	0.178	0.241	0.656	0.014	0.191	0.059	0.368	0	0.002	0.069	0.084	0.036	0.019	0.24	0.146	1.006	0	0
ASV_58	-0.237	12.792	0.831527356902508	0.959589806664047	NotSig	0.496	0.686	0.06	0.067	0.584	0.078	3.042	0.132	0	0.004	0.061	0.144	0.204	2.761	2.709	0.13	0.02	0.109	0.034
ASV_167	-0.248	9.544	0.838864345873866	0.959589806664047	NotSig	0.057	0.061	0.214	0	0.103	0.038	0.035	0.066	0	0	0.199	0	0.092	0.129	0.057	0.024	0.048	0	0
ASV_30	-0.173	11.469	0.848383621028976	0.959589806664047	NotSig	0.204	0.257	0.058	0.218	0.295	0.082	0.728	0.23	0.007	0.012	0.09	0.322	0.155	0.351	0.355	0.779	0.102	0.142	0.012
ASV_14	0.209	14.751	0.848433702909573	0.959589806664047	NotSig	2.364	1.557	1.086	4.774	0.043	0.248	0.166	0.353	8.593	3.647	1.779	1.26	0.011	0.064	0.548	0.101	0.005	0.884	9.36
ASV_59	-0.187	11.347	0.849913215374634	0.959589806664047	NotSig	0.198	0.166	0.44	0.606	0.036	0.028	0.035	0.053	0.265	0.123	0.084	0.123	0.022	0.3	0.047	0.043	0	0.361	0.519
ASV_25	-0.158	13.162	0.852781502088867	0.959589806664047	NotSig	0.725	0.745	1.304	0.086	0.272	1.988	0.319	0.825	0.238	0.769	1.036	0.056	0.494	0.962	0.501	2.173	0.624	0.744	0.113
ASV_49	0.18	11.08	0.853986172900056	0.959589806664047	NotSig	0.188	0.202	0.043	0.1	0.195	0.042	0.757	0.353	0	0.014	0.079	0.128	0.132	0.045	0.993	0.296	0.096	0.004	0.043
ASV_43	-0.156	12.399	0.859457964989962	0.959589806664047	NotSig	0.371	0.431	0.427	0.198	1.094	0.387	0.246	0.404	0.005	0.21	0.189	0.179	0.175	1.163	0.623	0.591	0.704	0.044	0.21
ASV_80	-0.246	5.61	0.861873826740855	0.959589806664047	NotSig	0.001	0.001	0	0	0	0.005	0	0.002	0	0	0	0	0	0.009	0	0	0	0	0
ASV_55	0.179	13.842	0.862387455427529	0.959589806664047	NotSig	1.022	0.908	0.269	0.033	1.875	0.323	0.366	0.334	0.089	4.883	0.199	0.025	4.357	0.218	1.892	0.229	0.084	0.088	1.079
ASV_73	-0.172	13.227	0.866207326904638	0.959589806664047	NotSig	0.954	0.892	0.292	0.177	0.546	0.15	0.571	5.721	0.007	0.166	0.35	0.056	1.27	0.025	0.36	5.592	0.236	0.123	0.016
ASV_75	0.149	10.578	0.866520911801201	0.959589806664047	NotSig	0.149	0.135	0.352	0.14	0.065	0.126	0.104	0.368	0.005	0.028	0.307	0.077	0.042	0.049	0.102	0.57	0.021	0.043	0.007
ASV_111	0.171	11.415	0.872365130705731	0.959589806664047	NotSig	0.189	0.185	0.017	0.014	0.786	0.492	0.128	0.04	0.027	0.009	0.128	0.063	0.708	0.358	0.377	0.002	0.012	0.009	0.008
ASV_63	-0.149	12.172	0.87622131942181	0.959589806664047	NotSig	0.317	0.424	0.148	0.109	0.819	0.15	1.092	0.191	0.013	0.014	0.077	0.184	0.156	1.339	1.173	0.676	0.033	0.166	0.012
ASV_136	-0.143	8.789	0.878193796629519	0.959589806664047	NotSig	0.036	0.03	0.177	0.033	0.013	0.006	0.004	0	0.029	0.023	0.034	0.019	0.023	0.077	0.009	0.027	0.048	0.012	0.022
ASV_144	-0.174	10.042	0.880097159958149	0.959589806664047	NotSig	0.08	0.072	0.158	0.003	0.067	0.225	0.12	0.068	0.002	0	0.008	0	0.013	0.106	0.096	0.077	0.348	0.003	0
ASV_22	0.131	12.03	0.89007738672745	0.960620808094007	NotSig	0.328	0.23	0.07	0.008	0.658	0.462	0.051	0.115	1.044	0.219	0.049	0.025	0.622	0.261	0.05	0.127	0.205	0.523	0.212
ASV_152	-0.112	10.746	0.900171387692469	0.960620808094007	NotSig	0.127	0.125	0.112	0.086	0.108	0.369	0.228	0.07	0.014	0.026	0.039	0.028	0.068	0.189	0.283	0.065	0.307	0.01	0.138
ASV_98	-0.155	9.516	0.902626746895175	0.960620808094007	NotSig	0.053	0.054	0.145	0.106	0	0	0	0.004	0.043	0.125	0.1	0.091	0	0	0.001	0.092	0.002	0.009	0.194
ASV_42	0.12	10.715	0.903779340159451	0.960620808094007	NotSig	0.16	0.135	0.029	0.007	0.053	0.307	0.036	0.678	0.002	0.166	0.015	0.149	0.094	0.142	0.084	0.565	0.111	0	0.054
ASV_235	-0.084	10.16	0.92575447498251	0.977828164200276	NotSig	0.092	0.083	0.25	0.027	0.07	0.224	0.077	0.068	0.005	0.016	0.061	0.074	0.13	0.125	0.119	0.039	0.188	0.006	0.005
ASV_40	-0.057	12.532	0.945348066443731	0.986582740318393	NotSig	0.537	0.489	1.877	0.239	0.303	0.521	0.535	0.663	0.102	0.06	0.939	0.387	0.616	0.323	0.853	0.49	0.665	0.025	0.102
ASV_95	0.074	10.128	0.945718366459052	0.986582740318393	NotSig	0.084	0.093	0.005	0.104	0.091	0.302	0.096	0.072	0.002	0.004	0.003	0.016	0.128	0.113	0.133	0.423	0.021	0	0
ASV_3	0.032	14.434	0.973164691550119	0.992843365450734	NotSig	2.177	2.168	4.475	0.817	0.413	4.48	0.326	6.489	0.07	0.349	3.037	9.986	0.488	0.239	0.735	3.616	1.231	0.048	0.128
ASV_85	-0.03	10.801	0.974377781012568	0.992843365450734	NotSig	0.146	0.167	0.318	0.097	0.242	0.065	0.189	0.232	0	0.023	0.238	0.441	0.109	0.241	0.384	0.038	0.008	0.023	0.023
ASV_8	0.028	12.309	0.974975997020404	0.992843365450734	NotSig	0.448	0.489	0.352	0.731	0.035	0.458	0.832	0.995	0.079	0.102	0.81	2.169	0.046	0.064	0.743	0.099	0.026	0.297	0.146
ASV_64	0.029	7.365	0.984514494638989	0.992843365450734	NotSig	0.011	0.013	0.051	0.041	0	0	0	0	0	0	0.041	0.028	0.001	0	0	0.048	0	0	0
ASV_174	0.024	11.615	0.984638071290295	0.992843365450734	NotSig	0.26	0.173	0.063	0.773	0	0.008	0.005	0.102	1.081	0.046	0.053	0.31	0	0.006	0.006	0.031	0.002	1.135	0.016
ASV_209	0.016	9.654	0.987014832409045	0.992843365450734	NotSig	0.059	0.05	0.003	0.094	0.023	0.247	0.047	0.043	0.004	0.014	0.01	0.009	0.017	0.171	0.048	0.005	0.084	0.031	0.078
ASV_92	-0.011	9.315	0.992843365450734	0.992843365450734	NotSig	0.049	0.04	0	0.007	0.01	0.237	0.057	0.064	0.011	0.005	0	0	0.014	0.096	0.061	0.014	0.177	0.001	0
