ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313
ASV_58	1.023	10.304	0.251996528934394	0.617208889708878	NotSig	0.151	0.087	0.092	0.587	0.006	0.225	0.172	0.77	0.126	0	0	0	0	0	0	0.007	0.004	0.007	0.569	0.058	0.932	0.119	0.261	0.006	0.041	0.007	0.415	0.019	0	0.003	0.006	0.004	0.001	0	0.049	0.087	0.017	0.005	0.149	0.031	0.036	0	0	0.002	0.003
ASV_96	-1.595	8.46	0.271715066333337	0.640183100742805	NotSig	0.011	0.023	0	0	0.167	0.015	0	0	0.001	0.001	0	0	0.001	0	0	0	0	0	0	0	0.005	0.003	0	0.553	0.005	0.013	0	0.004	0	0	0	0.001	0	0	0	0	0	0.003	0	0.003	0.007	0.001	0	0.002	0
ASV_130	-0.983	9.324	0.27236850152995	0.640183100742805	NotSig	0.04	0.064	0.22	0.133	0.026	0	0.019	0.178	0.002	0	0.009	0.006	0.011	0	0	0	0.013	0.057	0.01	0.116	0.268	0.307	0.079	0.01	0.007	0.002	0.637	0.098	0.001	0	0.035	0	0.001	0.003	0.003	0.052	0.008	0.001	0.01	0.014	0.011	0.002	0	0.001	0
ASV_881	1.263	11.372	0.276081806478504	0.640183100742805	NotSig	0.577	0.257	9.373	0.113	0.157	0.003	0.009	0.005	0	0	0.004	0.001	0	0	0	0.054	0	0.086	0.007	0.072	0.067	6.162	0.289	0.004	0.017	0	0.008	0.032	0.006	0	0.001	0	0	0	0.006	0.014	0.005	0.001	0.001	0.001	0.003	0	0	0	0
ASV_84	1.441	10.266	0.283866128434173	0.640183100742805	NotSig	0.275	0.103	4.603	0.005	0.007	0	0	0	0.002	0	0	0	0.039	0	0	0	0	0.009	0.007	0.07	0.089	2.29	0.107	0.006	0.012	0	0.006	0.002	0	0	0.003	0	0	0	0	0.078	0.001	0	0	0	0	0	0	0	0.006
ASV_118	-1.219	10.595	0.284031087775896	0.640183100742805	NotSig	0.071	0.126	0.02	0.356	0.002	0.019	0.035	0	0.045	0	0	0.119	0	0.003	0.23	0.384	0	0.001	0	0	0	0.003	0.25	0.06	0.379	0.014	0	0.127	0	0.472	0	0.001	0	0	0.472	0.026	0.956	0.013	0.435	0.029	0.038	0	0	0	0
ASV_106	-1.425	14.437	0.28410492636515	0.640183100742805	NotSig	0.577	0.461	0.005	0	0.019	0.007	0.431	0	0.065	0.005	0.809	6.411	0	0.107	0.738	1.213	0.001	0.001	0	0	0.018	0	0.013	0.053	0.192	10.612	0	0.057	0	0.302	0.006	0.639	0.004	0.001	0	0.003	0.057	0.003	0.003	0.001	0.011	0	0	0	0
ASV_33	0.936	10.192	0.291166849524915	0.647463125917246	NotSig	0.166	0.092	0.461	1.828	0.034	0.007	0	0.137	0.009	0.162	0.16	0	0	0	0	0.008	0	0.005	0.01	0.231	0.135	0.485	0.94	0.003	0.151	0	0.134	0.034	0	0.018	0.004	0	0.001	0.023	0.067	0.011	0.005	0.001	0.015	0.022	0.005	0	0.061	0.012	0.024
ASV_14	0.744	13.852	0.301919170445092	0.662653763704164	NotSig	1.247	0.628	0.084	0.067	1.559	1.076	1.652	0.014	2.081	0.123	0.792	0.014	2.725	1.475	0.92	0.177	4.054	4.298	0.084	0.545	0.828	0.066	0.083	4.146	1.072	0.491	0.001	0.32	1.765	1.258	1.333	0.009	0.005	0.204	0.02	0.031	0.04	0.081	1.532	0.038	0.171	1.473	0.172	0.212	0.44
ASV_147	-0.854	9.097	0.336172278129352	0.72520864900491	NotSig	0.031	0.061	0.193	0.013	0	0.01	0.175	0.037	0.062	0.001	0	0	0.011	0	0.001	0.011	0	0.005	0	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006
ASV_60	-0.952	12.907	0.339002859594011	0.72520864900491	NotSig	0.264	0.332	0	0.251	0.187	1.913	0.043	0.07	0.074	0	0.203	0.001	1.285	0.026	0	0.151	0.27	0.013	0	0.226	0.244	0.025	0.141	0.257	0.022	1.839	0.011	0.018	0	0.122	0.046	0	0	0	0.003	0.03	0.094	0.075	0.16	0.918	1.86	0.473	0.64	1.434	0
ASV_311	-0.999	9.149	0.353021996520007	0.727376165579381	NotSig	0.032	0.059	0.064	0.251	0.013	0.045	0.004	0.133	0.015	0	0	0	0.001	0	0	0	0	0.005	0.013	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0
ASV_26	-0.681	14.505	0.358159379067386	0.727376165579381	NotSig	1.061	1.572	0.193	0.144	0.146	0.547	0.819	0.026	0.052	1.559	1.799	1.412	1.201	1.738	1.192	6.03	0.45	0.711	0.014	0.214	1.278	0.258	0.301	0.123	1.23	0.404	0.007	0.093	0.55	1.211	16.011	7.746	0.022	3.138	3.364	0.361	0.16	0.263	0.347	0.243	0.179	2.726	0.084	0.487	0.084
ASV_46	0.972	10.999	0.358653292941873	0.727376165579381	NotSig	0.255	0.166	0.49	0.041	0.004	0.003	3.56	0.143	0.075	0	0	0	0.001	0	0	0	0	0.017	0.006	0.861	1.398	0.584	0.173	0.012	0.945	0.017	0.127	0.006	0	0.006	0	0.029	0	0.025	0.003	0.1	0	0.004	0.001	0	0.004	0	0	0.014	0.003
ASV_92	0.924	6.528	0.366313591457282	0.727376165579381	NotSig	0.006	0.004	0.022	0.026	0	0.024	0.007	0.004	0.006	0	0	0	0	0	0	0	0	0	0.011	0.002	0.002	0.022	0.034	0.001	0.01	0.002	0.015	0.002	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0
ASV_64	-1.605	12.988	0.367315675553067	0.727376165579381	NotSig	0.371	0.879	0.007	2.128	0.002	0	0	4.164	0	0	0	0	0	0	0	0	0	0	0	1.447	0.081	0.008	1.567	0.012	0	0	19.713	0.006	0	0	0	0	0	0.004	0	0	0.003	0	0.001	0	0	0	0	0	0
ASV_87	0.692	13.479	0.3802846582718	0.727376165579381	NotSig	1.127	0.513	0.168	0.123	0.009	0.377	0.035	0.254	1.94	1.618	0.267	0.003	0	0.503	1.177	10.7	0.632	1.339	0.007	0.3	0.244	0.169	0.182	0.006	1.055	0.012	0.039	0.188	0.041	2.447	0.026	0.001	0.009	0.057	0.003	0.07	0.084	0.787	1.135	0.525	3.316	2.357	0.167	0.108	0.01
ASV_11	0.636	14.971	0.38038471727333	0.727376165579381	NotSig	2.259	1.425	0.097	0.118	1.046	1.54	1.587	0.107	0.909	0.443	7.628	18.333	0.629	0.638	1.228	0.944	1.225	1.855	0.073	0.682	0.63	0.1	0.135	1.008	1.328	0.14	0.007	0.146	1.019	5.672	5.276	1.264	0.005	0.119	0.264	0.038	0.638	0.116	0.428	0.502	1.394	4.821	6.548	4.563	0.2
ASV_16	-1.153	11.225	0.380514964628908	0.727376165579381	NotSig	0.155	0.321	0.089	2.205	0.022	0.005	0	0.31	0	0	0	0	0.003	0	0	0.001	0	0	0.001	4.716	0.125	0.102	2.05	0.003	0.134	0	1.176	0.002	0	0	0	0	0.007	0	0	0.001	0.003	0.001	0.007	0	0.009	0	0.001	0.004	0
ASV_44	0.663	9.685	0.388479622494968	0.727376165579381	NotSig	0.098	0.054	0.168	0.71	0.073	0.002	0.002	0.084	0	0.013	0.001	0.001	0.139	0.002	0.081	0	0.033	0.349	0.008	0.507	0.127	0.1	0.141	0.012	0.01	0.002	0.025	0.016	0.011	0.001	0.001	0.034	0.04	0.14	0.01	0.007	0.033	0.006	0.039	0.045	0.032	0	0	0	0.074
ASV_407	0.932	10.913	0.391430307312459	0.727376165579381	NotSig	0.123	0.075	0.005	0.079	0.002	0.041	0	0.026	0.007	0	0.001	1.877	0	0.002	0.01	0.02	0.007	0.004	0.004	0	0.003	0.003	0.139	0.133	0.23	0	0.001	0.013	0	1.087	0.001	0.221	0.001	0.003	0.001	0	0.089	0.009	0.003	0	0.007	0	0	0	0
ASV_156	1.332	8.45	0.391627128453242	0.727376165579381	NotSig	0.058	0.029	0.042	0.931	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0
ASV_135	-1.188	8.471	0.393425079854539	0.727376165579381	NotSig	0.019	0.057	0.171	0.056	0.058	0.031	0.002	0	0.001	0	0	0	0	0	0	0	0	0	0	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0
ASV_183	-1.431	9.136	0.395968090137888	0.727376165579381	NotSig	0.035	0.071	0.522	0.003	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.015	0.046	0	0	0.717	0.581	0.001	0	0	0	0.008	0	0	0	0	0	0.001	0.531	0.005	0	0	0	0	0	0	0	0	0
ASV_30	-0.869	11.134	0.40316477417644	0.732632761675465	NotSig	0.165	0.309	0.173	2.397	0.079	0.088	0	0.01	0.014	0.001	0.003	0.008	0	0	0.003	0.003	0	0.019	0.004	1.87	0.83	0.122	3.892	0.023	0.034	0.002	0.007	0.081	0	0	0	0	0	0.021	0.076	0.02	0.403	0.028	0.492	0.039	0.072	0	0	0	0.01
ASV_49	-0.772	12.401	0.415307842840989	0.739143720058036	NotSig	0.27	0.506	0.111	1.282	0.017	0.012	0.004	0.071	0.099	1.22	0.5	0	0.001	0	0.007	1.164	0.014	0.019	0.069	0.464	0.136	0.108	1.793	0.015	0.036	0.001	0.049	0.132	0.001	0	0.003	0	0.129	3.176	2.026	0.053	4.673	0.048	0.258	0.028	0.025	0	0.002	0.006	0
ASV_111	0.8	9.22	0.415494990565168	0.739143720058036	NotSig	0.049	0.039	0.213	0.023	0.051	0.036	0.062	0.001	0.012	0	0	0	0.298	0	0	0.007	0	0.001	0.133	0.003	0.179	0.199	0.107	0.012	0.043	0.001	0	0.01	0	0	0	0	0	0.001	0.026	0.15	0.003	0.001	0.009	0.01	0.032	0	0	0	0.224
ASV_55	0.64	11.407	0.432796257819237	0.753806510537512	NotSig	0.244	0.122	0.206	0.1	0.35	0.024	0.161	0.524	0.329	0.215	0.074	0.657	0.049	0.002	0.003	1.343	0.076	0.008	0.029	0.128	0.071	0.449	0.246	0.08	0.329	0.014	0.176	1.453	0.001	0	0.015	0.001	0.011	0.007	0.003	0.042	0.015	0.017	0.074	0.004	0.029	0	0	0	0.014
ASV_78	-0.631	11.312	0.434570117418624	0.753806510537512	NotSig	0.161	0.207	0.037	0.592	0.09	0.033	0.014	0.305	0.012	0.111	0.142	0	0	0.002	0.749	0.106	0.151	0.013	0.387	0.142	0.083	0.086	0.509	0.022	0.014	0.007	0.446	0.014	0.011	0.004	0.001	0.001	0.044	0.32	0.245	0.025	1.667	0.048	0.69	0.208	0.772	0	0.003	0	0.017
ASV_48	0.981	11.721	0.437118568240688	0.753806510537512	NotSig	0.26	0.288	0.052	0.092	0	0.009	0	0.475	3.764	0	0	0.018	0.001	0	0	0	0	0.001	0	0.601	5.043	0.033	0.603	0.012	0.257	0.002	0.222	0.02	0	0	0	0.656	0.009	0	0	0.014	0	0	0	0.001	0.02	0	0	0	0.001
ASV_93	-0.69	8.957	0.443626918841579	0.754996903963463	NotSig	0.034	0.057	0.228	0.097	0.006	0.002	0.016	0.151	0.007	0.001	0.003	0.022	0.011	0	0.001	0.001	0.007	0.009	0.015	0.149	0.417	0.299	0.214	0.003	0.002	0	0.251	0.049	0.003	0.009	0.01	0	0.013	0	0.033	0	0.027	0	0.001	0.001	0.001	0	0	0	0
ASV_126	0.645	13.032	0.45251877565083	0.754996903963463	NotSig	0.719	0.242	0.002	0.026	0.036	0.002	0.067	0.026	0.003	0.393	0.275	0.508	2.367	0.003	5.946	0.001	1.526	0.874	0.168	0.06	0.003	0.017	0.013	0.099	0.014	1.26	0	0.025	1.166	0.019	0.199	0.001	0.077	0.015	0.01	0.011	0.639	0.017	1.432	0.017	0.004	0.269	0.126	0.446	0.363
ASV_137	-0.696	11.168	0.452540862400799	0.754996903963463	NotSig	0.07	0.144	0.002	0.008	0	0.005	0	0	0.015	0.029	0.099	0.286	0.312	0.327	0.018	0.052	0.029	0	0.006	0.026	0.013	0	0.004	0.044	0.002	0.004	0	0.065	0.138	0.084	1.402	0.36	0.231	0.04	0.304	0.014	0.629	0.041	0.201	0.085	0.026	0	0.011	0.021	0
ASV_124	-0.672	12.517	0.458946509267213	0.754996903963463	NotSig	0.236	0.21	0.025	0.118	0.071	0.394	0.051	0	2.658	0	0.311	0.16	0.003	0.017	0.021	0.166	0.013	0.011	0.001	0.118	0.083	0.039	0.041	0.178	0.043	1.625	0	0.031	0.015	0.058	1.122	0.712	0.011	0.013	0.161	0.018	0.866	0.062	0.029	0.055	0.099	0	0.04	0.005	0.042
ASV_40	-0.54	11.968	0.460146042060572	0.754996903963463	NotSig	0.29	0.258	0.156	0.177	0.137	0.015	0.023	1.55	0.06	0.008	0.052	0.054	0.065	0	0.196	0.531	0.04	1.161	0.71	0.171	0.268	0.227	0.248	0.026	0.101	0.017	1.113	0.267	0.018	1.07	0.263	0.129	0.759	0.256	0.722	0.03	0.08	0.009	0.773	0.015	0.015	0	0.007	0.01	0.117
ASV_157	-0.8	12.106	0.47434659021421	0.770813209098091	NotSig	0.17	0.173	0	0.01	0	0.003	0.009	0	0	0.14	0.007	0.33	0.778	0.053	0	0.032	1.258	0.273	0	0.038	0.029	0.003	0.004	0.003	0	0.384	0.001	0.002	2.085	0.003	0	0.004	0	0.004	0	0.014	0.043	0.41	0.029	1.061	0.273	0	0.083	0.021	0
ASV_207	0.717	11.314	0.485562819321665	0.781524918717727	NotSig	0.26	0.107	0.002	0	0.406	0.105	0.007	0	0.009	0	0.013	0.857	0.104	0.005	0	0.617	0.001	2.108	0.178	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185
ASV_38	0.558	14.535	0.490317943827712	0.781733325536635	NotSig	1.5	0.485	0.064	0.067	0.075	2.362	0.264	0.029	0.062	0.991	2.127	3.674	5.992	2.308	0.943	0.159	5.862	0.391	0.134	0.211	0.177	0.039	0.122	0.444	0.125	5.139	0.008	0.089	2.386	0.046	1.583	0.456	0.059	0.013	0.024	0.027	0.073	0.515	0.124	0.185	0.395	0.182	0.142	0.037	0.006
ASV_95	-0.984	9.45	0.50301626843656	0.79448363893251	NotSig	0.044	0.067	0.161	0.156	0	0	0	0.432	0	0	0	0.003	0	0	0	0	0	0	0	0.007	0.096	0.191	0.073	0.003	0.002	0	1.218	0.007	0	0	0	0.001	0	0	0	0.016	0	0	0.003	0	0.122	0	0	0	0
ASV_4	0.579	13.507	0.518974304951936	0.812098680897011	NotSig	1.582	1.12	13.746	1.172	8.037	0.107	2.858	0.664	0.103	0	0.013	0.042	0.038	0.002	0.001	0.004	0	0.017	0.092	0.856	4.704	10.376	4.79	0.464	0.698	0.023	1.849	0.138	0.004	0	0.105	0.134	0.012	0	0.107	0.548	0.128	0.084	0.951	0.147	0.168	0.002	0	0	2.824
ASV_870	0.681	9.729	0.536252997979093	0.821192816436777	NotSig	0.146	0.085	2.31	0.049	0.056	0.003	0.014	0.001	0.005	0	0.003	0	0.011	0	0	0.008	0	0	0.013	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19
ASV_94	-0.518	12.795	0.538708320435755	0.821192816436777	NotSig	0.315	0.419	0.057	0.051	0.125	0.426	1.868	0.01	0.448	0	0.062	0.768	0.336	0.661	0.001	0.032	0.104	0.095	0.315	0.104	0.115	0.044	0.237	0.473	0.233	0.126	0.021	0.048	0.021	0.003	1.901	5.87	0	0.001	0.536	0.027	0.018	0.023	0.063	0.022	0.019	0.004	0.052	0.041	0.89
ASV_23	-0.439	13.073	0.539363329138948	0.821192816436777	NotSig	0.514	0.644	0.102	0.115	1.464	0.213	1.111	0.204	1.815	0.117	1.688	0	0.049	0.025	0.864	0.374	0.04	0.265	0.296	1.67	0.781	0.097	0.167	0.083	2.383	0.02	0	0.136	0.288	0.105	0.664	0.098	0	1.095	4.034	0.082	0.218	0.294	0.352	0.242	1.664	0.94	0.411	0.267	0.65
ASV_69	0.478	12.482	0.545267980807917	0.822770435326231	NotSig	0.301	0.26	0.04	0.085	0.191	0.676	0.122	0.005	0.355	0.01	0.244	0.327	1.152	1.559	0.089	0.149	0.009	0.076	0.022	0.281	0.151	0.047	0.049	0.034	0.655	0.415	0	0.029	0.267	0.074	3.015	0.013	0	0.052	0	0.008	0.006	0.043	0.09	0.064	0.18	0.671	0.137	0.37	0.103
ASV_115	0.688	8.95	0.553423830635448	0.827686967941511	NotSig	0.061	0.047	0.339	0.062	0.002	0	0.394	0.23	0.003	0	0.001	0	0.001	0	0.001	0	0	0	0	0.043	0.174	0.695	0.1	0	0	0.008	0.035	0.001	0	0	0.01	0	0	0	0.006	0.001	0	0	0.001	0	0.007	0	0	0	0.131
ASV_70	-0.572	10.499	0.561411237458386	0.832267536232168	NotSig	0.074	0.087	0.035	0.085	0.002	0.003	0.007	0.265	0.002	0.402	0.006	0	0	0	0.094	0.098	0.058	0.196	0.007	0.17	0.159	0.302	0.135	0.001	0	0.002	0.081	0	0.354	0	0	0.001	0	0	0.029	0.007	0.012	0.416	0.309	0.15	0.05	0	0.08	0	0
ASV_97	-0.397	12.025	0.575255031984589	0.845374786133875	NotSig	0.264	0.271	0.149	0.1	0.223	0.796	0.135	0.027	0.332	0.039	0.264	0.007	0.006	0.014	0.277	1.614	0.081	0.053	0.365	0.438	0.14	0.114	0.485	0.013	0.468	0.01	0.003	0.036	0.021	0.755	0.073	0.016	0	0.016	0.06	0.029	0.049	0.524	0.265	0.217	1.726	0.333	0.443	0.319	0.502
ASV_116	-0.515	9.26	0.608033801086507	0.885842348134652	NotSig	0.042	0.079	0.391	0.09	0	0.014	0.002	0.022	0.175	0	0.007	0	0	0	0	0	0.012	0.007	0	0.296	0.294	0.842	0.263	0.004	0.002	0.001	0.197	0.001	0	0	0.001	0	0	0	0.007	0.005	0.039	0.001	0.003	0.008	0.023	0	0.007	0.011	0.048
ASV_113	-0.365	12.36	0.613857963384773	0.886683724889116	NotSig	0.284	0.323	0.109	0.067	0.225	0.208	1.276	0.018	0.425	0.025	0.78	0.014	1.068	0.082	0.1	0.188	0.095	0.126	0.021	0.312	0.203	0.08	0.088	1.467	0.748	0.082	0	0.078	1.266	0.224	0.252	0.004	0	0.017	0.029	0.01	0.125	0.064	1.235	0.164	0.496	0.553	0.311	0.294	0.288
ASV_210	-0.55	11.858	0.623138080596094	0.890344661054151	NotSig	0.136	0.101	0.005	0.003	0.026	0.132	0.206	0	0.028	0	0.001	0.047	1.679	0	0	0	0.13	0.049	0	0.003	0.003	0.019	0.036	0.179	0.139	1.261	0	0.055	0	0	0.004	0.359	0	0.216	0.007	0.041	0.019	0.014	0.039	0.01	0.011	0	0	0	0.208
ASV_167	0.556	7.414	0.640134858228078	0.890344661054151	NotSig	0.021	0.015	0.329	0.003	0.007	0.007	0	0.004	0.006	0	0.004	0	0	0	0	0	0	0	0	0.022	0.073	0.191	0.081	0.001	0.014	0	0.001	0	0	0	0.006	0	0	0	0	0.004	0	0	0.001	0	0	0	0	0	0
ASV_13	0.354	14.151	0.640438192186373	0.890344661054151	NotSig	1.402	0.718	0.183	0.072	3.599	0.535	1.954	0.043	0.872	0.146	1.274	0.072	5.43	0.023	0.717	0.931	0.366	2.34	5.269	0.399	0.299	0.291	0.271	0.36	0.48	0.031	0.018	3.043	0.186	0.001	3.761	0.01	6.057	0.228	0.335	0.213	1.378	0.053	0.167	0.021	0.073	0.13	0.002	0.103	0.766
ASV_32	0.42	11.035	0.64108816422738	0.890344661054151	NotSig	0.246	0.169	0.245	1.469	0.225	0.031	0.009	0.616	0.008	0	0	0	0	0	0.001	0	0.157	0.748	0.672	1.175	0.227	0.183	0.526	0.035	0.132	0.033	0.156	0.03	0	0.001	0	0	0.005	0.433	0.068	0.01	0.064	0.009	0.032	0.031	0.017	0	0.003	0.007	1.205
ASV_63	-0.403	10.322	0.642734015672228	0.890344661054151	NotSig	0.094	0.133	0.099	0.126	0.009	0.041	0.14	0.815	0.022	0	0.004	0.008	0.003	0	0	0.006	0.035	0.035	0.253	0.44	0.507	0.194	0.147	0.01	1.499	0.012	0.304	0.004	0.006	0.003	0	0.025	0	0.044	0.043	0.087	0.006	0.01	0.068	0.025	0.028	0	0	0.001	0
ASV_5	0.355	13.344	0.651565106822767	0.8952398622199	NotSig	1.159	0.592	2.526	2.256	0.741	0.277	3.879	4.021	0.342	0.031	0.179	0	0.066	0.002	0.023	5.125	0.017	0.191	0.024	0.766	2.048	1.85	2.618	0.518	0.23	0.052	0.105	0.205	0.028	0.035	0.006	0.004	0.352	0	0.408	0.2	0.075	3.02	0.486	0.133	2.007	0	0.049	0.133	0.062
ASV_151	-0.542	8.701	0.661494939928045	0.901553587482578	NotSig	0.031	0.06	0.069	0.305	0.002	0.003	0.057	0.055	0.029	0	0	0	0	0	0	0	0	0	0.001	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0
ASV_79	0.354	11.258	0.674896296600772	0.912459793004244	NotSig	0.274	0.149	0.084	0.877	0.021	0.005	0.05	3.447	0.019	0.005	0	0.004	0.004	0	0.001	0.001	0.006	0.075	0.066	0.039	0.309	0.097	0.701	0.045	0.002	0.01	1.325	0.074	0	0.029	0.004	0.046	0.375	0.055	0.405	0.093	0.008	0.013	0.159	0.003	0.036	0.001	0.005	0.022	0.007
ASV_148	0.625	7.604	0.69400128332664	0.930842991128589	NotSig	0.01	0.01	0	0.003	0	0.136	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.002	0.001	0.216	0	0	0.038	0	0.001	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0
ASV_146	-0.337	9.164	0.72510395511725	0.957522607460778	NotSig	0.045	0.047	0.072	0.128	0.006	0	0.03	0.476	0.012	0	0	0	0.007	0	0	0.001	0.003	0.001	0.028	0.012	0.39	0.097	0.081	0.004	0.005	0.002	0.289	0.098	0	0.028	0.026	0.028	0.013	0	0.084	0.045	0.004	0	0.004	0	0.003	0.001	0	0	0
ASV_54	-0.314	13.501	0.725224223402246	0.957522607460778	NotSig	0.714	0.605	0.106	0.036	0.066	0.05	5.637	0.016	1.495	0.076	0.405	0.003	0.992	0.002	0.753	0.006	2.47	0.024	0	0.115	0.112	0.1	0.092	0.641	0.626	1.439	0.011	0.127	0.013	0.003	7.76	0	0	0.083	0.412	0.045	0.01	0.014	0.019	0.015	0.175	3.055	0.106	0.556	0.193
ASV_108	-0.352	8.287	0.740794623389467	0.960931557087717	NotSig	0.028	0.035	0.124	0.323	0	0	0.002	0.01	0.002	0.001	0	0	0.004	0.002	0	0	0	0	0	0.005	0.463	0.127	0.214	0.001	0.005	0.001	0.025	0	0	0.004	0	0	0.039	0	0.006	0.004	0.006	0.005	0.009	0.003	0.004	0	0	0	0
ASV_20	0.306	10.803	0.750082109256067	0.960931557087717	NotSig	0.18	0.134	0.376	0.164	0.401	0.074	1.423	0.038	0.075	0.001	0.052	0.024	0	0	0.001	0.07	0	0.35	0.004	0.176	0.132	0.396	0.246	0.028	0.703	0.027	0.218	0.104	0.001	0	0	0.003	0.178	1.245	0.001	0.012	0	0	0.016	0	0	0	0	0	0.008
ASV_169	0.366	7.913	0.752308255341982	0.960931557087717	NotSig	0.026	0.024	0.037	0.369	0.002	0	0.005	0.012	0.002	0	0	0	0	0	0.001	0.001	0	0.001	0.018	0.005	0.026	0.125	0.361	0	0.086	0	0.004	0.002	0	0.003	0	0	0	0	0.011	0	0	0	0	0.001	0	0	0	0	0
ASV_52	-0.255	13.318	0.770866586782603	0.960931557087717	NotSig	0.558	0.548	0.037	0.015	0.344	0.06	0.37	0.045	0.62	0.065	0.302	1.343	2.734	0.011	0.011	0.304	0.118	3.029	0.073	0.125	0.075	0.025	0.068	0.095	0.468	0.007	0.054	0.456	0.161	0.001	0.852	0.044	0.023	0.264	0.004	11.214	0.048	0.059	0.066	0.062	0.064	0	0	0.001	0.025
ASV_65	0.222	13.582	0.772360296390079	0.960931557087717	NotSig	0.913	0.662	0.027	0.069	0.44	0.371	0.181	0.026	0.713	0.011	9.916	0.104	0.34	1.235	0.459	0.031	0.785	0.548	0.261	0.313	0.425	0.033	0.047	0.533	0.532	0.133	0	0.034	0.429	3.415	7.038	0.093	0	0.019	0.255	0.022	1.073	0.064	0.229	0.214	0.175	0.692	0.211	0.529	0.712
ASV_235	-0.201	9.565	0.788164552025547	0.960931557087717	NotSig	0.059	0.05	0.084	0.172	0.007	0	0.016	0.185	0.007	0.037	0.001	0.001	0.028	0	0.342	0.008	0	0.083	0.034	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034
ASV_91	-0.246	12.06	0.792823295566541	0.960931557087717	NotSig	0.235	0.261	0.005	0.1	0.007	1.2	0	0.052	0	0.55	0.604	0.022	0.079	0.009	0.616	0.152	0.519	0.072	0	0.007	0.058	0.008	0.908	0.023	0.094	0.001	0.004	0.006	0.119	0.004	0	0	0.001	0	0.004	0.068	0.061	0.439	0.089	0.409	4.386	0.003	0.047	0.002	0.036
ASV_53	-0.249	9.563	0.809149119023191	0.960931557087717	NotSig	0.043	0.053	0.188	0.028	0.004	0.435	0	0	0.002	0	0.058	0	0	0	0	0.018	0	0.003	0	0.017	0.055	0.208	0.028	0.031	0.151	0.004	0	0.005	0.013	0	0	0	0.001	0	0.006	0.027	0.036	0.117	0.131	0.057	0.042	0	0.076	0	0.368
ASV_121	0.207	8.712	0.810194205644828	0.960931557087717	NotSig	0.045	0.03	0.31	0.11	0.032	0.003	0.004	0.2	0.001	0	0	0	0.004	0	0	0	0.001	0.019	0.081	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103
ASV_83	0.271	9.776	0.81063774110394	0.960931557087717	NotSig	0.131	0.104	2.085	0.054	0.026	0.002	0.005	0.004	0.008	0	0.007	0	0	0	0	0	0.01	0.033	0	0.503	1.086	0.701	0.237	0.003	0.062	0	0	0	0	0	0.001	0	0	0.003	0	0.016	0	0	0.004	0.006	0.007	0	0.031	0.001	0.034
ASV_7	-0.18	15.402	0.81078082245687	0.960931557087717	NotSig	2.284	1.613	0.225	1.159	2.166	1.215	2.326	0.067	15.708	2.554	1.428	2.257	1.217	1.246	2.389	0.683	2.482	1.654	0.046	0.952	0.58	0.294	0.511	3.51	4.211	7.542	0.001	0.371	2.612	0.268	0.163	2.323	0.001	0.191	0.068	0.566	0.466	0.861	1.301	6.23	5.342	0.596	1.723	1.238	0.021
